date,Temp_out,Press_mm_hg,Windspeed,Visibility,lights,Appliances
2016-01-21 21:20,0.87,764.60,3.70,62.00,0,250
2016-01-21 21:30,0.75,764.60,3.50,62.00,10,220
2016-01-21 21:40,0.63,764.70,3.30,62.00,0,90
2016-01-21 21:50,0.52,764.80,3.20,62.00,0,80
2016-01-21 22:00,0.40,764.80,3.00,62.00,0,80
2016-01-21 22:10,0.23,764.80,2.80,61.50,0,70
2016-01-21 22:20,0.07,764.80,2.70,61.00,0,50
2016-01-21 22:30,-0.10,764.80,2.50,60.50,0,50
2016-01-21 22:40,-0.27,764.80,2.30,60.00,10,40
2016-01-21 22:50,-0.43,764.80,2.20,59.50,0,40
2016-01-21 23:00,-0.60,764.80,2.00,59.00,0,40
2016-01-21 23:10,-0.50,764.90,2.30,59.30,0,30
2016-01-21 23:20,-0.40,764.90,2.70,59.70,0,50
2016-01-21 23:30,-0.30,765.00,3.00,60.00,0,50
2016-01-21 23:40,-0.20,765.00,3.30,60.30,0,40
2016-01-21 23:50,-0.10,765.00,3.70,60.70,0,50
2016-01-22 00:00,0.00,765.10,4.00,61.00,0,40
2016-01-22 00:10,-0.05,765.10,3.80,61.00,10,40
2016-01-22 00:20,-0.10,765.10,3.70,61.00,0,40
2016-01-22 00:30,-0.15,765.10,3.50,61.00,0,40
2016-01-22 00:40,-0.20,765.10,3.30,61.00,0,50
2016-01-22 00:50,-0.25,765.10,3.20,61.00,0,30
2016-01-22 01:00,-0.30,765.10,3.00,61.00,0,30
2016-01-22 01:10,-0.30,765.00,3.00,61.20,0,20
2016-01-22 01:20,-0.30,764.90,3.00,61.30,0,40
2016-01-22 01:30,-0.30,764.80,3.00,61.50,0,40
2016-01-22 01:40,-0.30,764.70,3.00,61.70,0,50
2016-01-22 01:50,-0.30,764.60,3.00,61.80,0,40
2016-01-22 02:00,-0.30,764.50,3.00,62.00,0,50
2016-01-22 02:10,-0.35,764.50,3.00,62.00,0,50
2016-01-22 02:20,-0.40,764.60,3.00,62.00,0,40
2016-01-22 02:30,-0.45,764.60,3.00,62.00,0,40
2016-01-22 02:40,-0.50,764.60,3.00,62.00,0,30
2016-01-22 02:50,-0.55,764.70,3.00,62.00,0,20
2016-01-22 03:00,-0.60,764.70,3.00,62.00,0,30
2016-01-22 03:10,-0.63,764.60,3.00,62.00,0,30
2016-01-22 03:20,-0.67,764.50,3.00,62.00,0,40
2016-01-22 03:30,-0.70,764.40,3.00,62.00,0,50
2016-01-22 03:40,-0.73,764.30,3.00,62.00,0,40
2016-01-22 03:50,-0.77,764.20,3.00,62.00,0,50
2016-01-22 04:00,-0.80,764.10,3.00,62.00,0,30
2016-01-22 04:10,-0.87,764.10,3.00,62.00,0,40
2016-01-22 04:20,-0.93,764.10,3.00,62.00,0,40
2016-01-22 04:30,-1.00,764.10,3.00,62.00,0,50
2016-01-22 04:40,-1.07,764.10,3.00,62.00,0,40
2016-01-22 04:50,-1.13,764.10,3.00,62.00,0,20
2016-01-22 05:00,-1.20,764.10,3.00,62.00,0,20
2016-01-22 05:10,-1.17,764.00,3.00,62.30,0,30
2016-01-22 05:20,-1.13,763.90,3.00,62.70,0,40
2016-01-22 05:30,-1.10,763.90,3.00,63.00,0,40
2016-01-22 05:40,-1.07,763.80,3.00,63.30,0,50
2016-01-22 05:50,-1.03,763.70,3.00,63.70,0,50
2016-01-22 06:00,-1.00,763.60,3.00,64.00,0,40
2016-01-22 06:10,-1.05,763.60,2.80,64.20,0,50
2016-01-22 06:20,-1.10,763.50,2.70,64.30,0,40
2016-01-22 06:30,-1.15,763.50,2.50,64.50,0,40
2016-01-22 06:40,-1.20,763.50,2.30,64.70,0,30
2016-01-22 06:50,-1.25,763.40,2.20,64.80,10,30
2016-01-22 07:00,-1.30,763.40,2.00,65.00,0,20
2016-01-22 07:10,-1.22,763.40,2.20,57.50,0,30
2016-01-22 07:20,-1.13,763.40,2.30,50.00,10,70
2016-01-22 07:30,-1.05,763.40,2.50,42.50,0,50
2016-01-22 07:40,-0.97,763.30,2.70,35.00,10,60
2016-01-22 07:50,-0.88,763.30,2.80,27.50,10,40
2016-01-22 08:00,-0.80,763.30,3.00,20.00,10,40
2016-01-22 08:10,-0.68,763.20,3.20,20.20,10,40
2016-01-22 08:20,-0.57,763.20,3.30,20.30,10,60
2016-01-22 08:30,-0.45,763.10,3.50,20.50,20,50
2016-01-22 08:40,-0.33,763.00,3.70,20.70,0,30
2016-01-22 08:50,-0.22,763.00,3.80,20.80,0,80
2016-01-22 09:00,-0.10,762.90,4.00,21.00,0,340
2016-01-22 09:10,-0.07,762.90,4.00,20.80,0,50
2016-01-22 09:20,-0.03,762.90,4.00,20.70,0,50
2016-01-22 09:30,0.00,762.90,4.00,20.50,0,60
2016-01-22 09:40,0.03,762.80,4.00,20.30,0,60
2016-01-22 09:50,0.07,762.80,4.00,20.20,0,60
2016-01-22 10:00,0.10,762.80,4.00,20.00,0,60
2016-01-22 10:10,0.28,762.80,4.00,20.20,0,50
2016-01-22 10:20,0.47,762.70,4.00,20.30,0,60
2016-01-22 10:30,0.65,762.70,4.00,20.50,0,30
2016-01-22 10:40,0.83,762.70,4.00,20.70,0,30
2016-01-22 10:50,1.02,762.60,4.00,20.80,0,30
2016-01-22 11:00,1.20,762.60,4.00,21.00,0,340
2016-01-22 11:10,1.45,762.50,4.20,21.20,0,400
2016-01-22 11:20,1.70,762.40,4.30,21.30,0,70
2016-01-22 11:30,1.95,762.40,4.50,21.50,0,50
2016-01-22 11:40,2.20,762.30,4.70,21.70,0,40
2016-01-22 11:50,2.45,762.20,4.80,21.80,0,40
2016-01-22 12:00,2.70,762.10,5.00,22.00,0,40
2016-01-22 12:10,2.83,762.00,5.20,22.30,0,40
2016-01-22 12:20,2.97,761.90,5.30,22.70,0,30
2016-01-22 12:30,3.10,761.80,5.50,23.00,0,30
2016-01-22 12:40,3.23,761.70,5.70,23.30,0,20
2016-01-22 12:50,3.37,761.60,5.80,23.70,0,30
2016-01-22 13:00,3.50,761.50,6.00,24.00,0,40
2016-01-22 13:10,3.53,761.40,6.00,23.80,0,50
2016-01-22 13:20,3.57,761.30,6.00,23.70,0,40
2016-01-22 13:30,3.60,761.20,6.00,23.50,0,40
2016-01-22 13:40,3.63,761.10,6.00,23.30,0,50
2016-01-22 13:50,3.67,761.00,6.00,23.20,0,50
2016-01-22 14:00,3.70,760.90,6.00,23.00,0,40
2016-01-22 14:10,3.70,760.90,6.00,22.70,0,30
2016-01-22 14:20,3.70,760.80,6.00,22.30,0,20
2016-01-22 14:30,3.70,760.80,6.00,22.00,0,20
2016-01-22 14:40,3.70,760.70,6.00,21.70,0,20
2016-01-22 14:50,3.70,760.60,6.00,21.30,0,40
2016-01-22 15:00,3.70,760.60,6.00,21.00,0,50
2016-01-22 15:10,3.58,760.60,5.80,27.70,0,50
2016-01-22 15:20,3.47,760.60,5.70,34.30,0,40
2016-01-22 15:30,3.35,760.60,5.50,41.00,0,40
2016-01-22 15:40,3.23,760.60,5.30,47.70,0,40
2016-01-22 15:50,3.12,760.60,5.20,54.30,0,40
2016-01-22 16:00,3.00,760.60,5.00,61.00,0,40
2016-01-22 16:10,3.00,760.50,5.20,59.20,0,20
2016-01-22 16:20,3.00,760.50,5.30,57.30,0,30
2016-01-22 16:30,3.00,760.50,5.50,55.50,0,20
2016-01-22 16:40,3.00,760.40,5.70,53.70,0,40
2016-01-22 16:50,3.00,760.40,5.80,51.80,0,40
2016-01-22 17:00,3.00,760.30,6.00,50.00,0,40
2016-01-22 17:10,3.03,760.30,6.00,48.70,0,40
2016-01-22 17:20,3.07,760.30,6.00,47.30,0,40
2016-01-22 17:30,3.10,760.30,6.00,46.00,0,40
2016-01-22 17:40,3.13,760.30,6.00,44.70,0,50
2016-01-22 17:50,3.17,760.30,6.00,43.30,0,50
2016-01-22 18:00,3.20,760.30,6.00,42.00,0,20
2016-01-22 18:10,3.27,760.40,6.00,45.20,0,20
2016-01-22 18:20,3.33,760.40,6.00,48.30,0,20
2016-01-22 18:30,3.40,760.50,6.00,51.50,0,30
2016-01-22 18:40,3.47,760.50,6.00,54.70,0,40
2016-01-22 18:50,3.53,760.50,6.00,57.80,0,40
2016-01-22 19:00,3.60,760.60,6.00,61.00,0,50
2016-01-22 19:10,3.62,760.70,6.20,56.80,0,40
2016-01-22 19:20,3.63,760.80,6.30,52.70,0,50
2016-01-22 19:30,3.65,760.90,6.50,48.50,0,40
2016-01-22 19:40,3.67,760.90,6.70,44.30,0,30
2016-01-22 19:50,3.68,761.00,6.80,40.20,0,20
2016-01-22 20:00,3.70,761.10,7.00,36.00,0,20
2016-01-22 20:10,3.70,761.20,6.80,40.20,0,20
2016-01-22 20:20,3.70,761.30,6.70,44.30,0,50
2016-01-22 20:30,3.70,761.40,6.50,48.50,0,50
2016-01-22 20:40,3.70,761.50,6.30,52.70,0,40
2016-01-22 20:50,3.70,761.60,6.20,56.80,0,40
2016-01-22 21:00,3.70,761.70,6.00,61.00,0,40
2016-01-22 21:10,3.70,761.80,5.80,56.30,0,40
2016-01-22 21:20,3.70,761.80,5.70,51.70,0,40
2016-01-22 21:30,3.70,761.90,5.50,47.00,0,30
2016-01-22 21:40,3.70,762.00,5.30,42.30,0,20
2016-01-22 21:50,3.70,762.00,5.20,37.70,0,30
2016-01-22 22:00,3.70,762.10,5.00,33.00,0,30
2016-01-22 22:10,3.77,762.20,5.00,28.80,0,40
2016-01-22 22:20,3.83,762.20,5.00,24.70,0,40
2016-01-22 22:30,3.90,762.30,5.00,20.50,0,40
2016-01-22 22:40,3.97,762.40,5.00,16.30,0,40
2016-01-22 22:50,4.03,762.40,5.00,12.20,0,40
2016-01-22 23:00,4.10,762.50,5.00,8.00,0,50
2016-01-22 23:10,4.17,762.60,5.00,8.00,0,40
2016-01-22 23:20,4.23,762.70,5.00,8.00,0,20
2016-01-22 23:30,4.30,762.80,5.00,8.00,0,20
2016-01-22 23:40,4.37,762.80,5.00,8.00,0,20
2016-01-22 23:50,4.43,762.90,5.00,8.00,0,40
2016-01-23 00:00,4.50,763.00,5.00,8.00,0,40
2016-01-23 00:10,4.52,763.10,4.80,7.30,0,50
2016-01-23 00:20,4.53,763.20,4.70,6.70,0,40
2016-01-23 00:30,4.55,763.30,4.50,6.00,0,50
2016-01-23 00:40,4.57,763.40,4.30,5.30,0,40
2016-01-23 00:50,4.58,763.50,4.20,4.70,0,40
2016-01-23 01:00,4.60,763.60,4.00,4.00,0,20
2016-01-23 01:10,4.65,763.70,3.80,3.70,0,20
2016-01-23 01:20,4.70,763.80,3.70,3.30,0,20
2016-01-23 01:30,4.75,763.90,3.50,3.00,0,30
2016-01-23 01:40,4.80,763.90,3.30,2.70,0,50
2016-01-23 01:50,4.85,764.00,3.20,2.30,0,50
2016-01-23 02:00,4.90,764.10,3.00,2.00,0,40
2016-01-23 02:10,4.93,764.30,3.00,2.00,0,40
2016-01-23 02:20,4.97,764.40,3.00,2.00,0,40
2016-01-23 02:30,5.00,764.60,3.00,2.00,0,40
2016-01-23 02:40,5.03,764.80,3.00,2.00,0,30
2016-01-23 02:50,5.07,764.90,3.00,2.00,0,20
2016-01-23 03:00,5.10,765.10,3.00,2.00,0,30
2016-01-23 03:10,5.08,765.20,3.00,2.20,0,30
2016-01-23 03:20,5.07,765.40,3.00,2.30,0,40
2016-01-23 03:30,5.05,765.50,3.00,2.50,0,40
2016-01-23 03:40,5.03,765.60,3.00,2.70,0,50
2016-01-23 03:50,5.02,765.80,3.00,2.80,0,40
2016-01-23 04:00,5.00,765.90,3.00,3.00,0,40
2016-01-23 04:10,5.02,766.00,3.20,4.30,0,30
2016-01-23 04:20,5.03,766.00,3.30,5.70,0,50
2016-01-23 04:30,5.05,766.10,3.50,7.00,0,20
2016-01-23 04:40,5.07,766.20,3.70,8.30,0,20
2016-01-23 04:50,5.08,766.20,3.80,9.70,0,20
2016-01-23 05:00,5.10,766.30,4.00,11.00,0,40
2016-01-23 05:10,5.23,766.40,4.00,10.70,0,40
2016-01-23 05:20,5.37,766.40,4.00,10.30,0,50
2016-01-23 05:30,5.50,766.50,4.00,10.00,0,40
2016-01-23 05:40,5.63,766.50,4.00,9.70,0,40
2016-01-23 05:50,5.77,766.50,4.00,9.30,0,50
2016-01-23 06:00,5.90,766.60,4.00,9.00,0,50
2016-01-23 06:10,5.90,766.70,4.00,14.00,0,10
2016-01-23 06:20,5.90,766.90,4.00,19.00,0,20
2016-01-23 06:30,5.90,767.00,4.00,24.00,0,20
2016-01-23 06:40,5.90,767.10,4.00,29.00,0,40
2016-01-23 06:50,5.90,767.30,4.00,34.00,0,40
2016-01-23 07:00,5.90,767.40,4.00,39.00,0,40
2016-01-23 07:10,5.85,767.50,3.80,39.70,0,50
2016-01-23 07:20,5.80,767.50,3.70,40.30,0,50
2016-01-23 07:30,5.75,767.60,3.50,41.00,0,40
2016-01-23 07:40,5.70,767.70,3.30,41.70,0,40
2016-01-23 07:50,5.65,767.70,3.20,42.30,0,20
2016-01-23 08:00,5.60,767.80,3.00,43.00,0,20
2016-01-23 08:10,5.60,767.90,3.20,38.30,10,40
2016-01-23 08:20,5.60,768.00,3.30,33.70,20,120
2016-01-23 08:30,5.60,768.10,3.50,29.00,10,160
2016-01-23 08:40,5.60,768.20,3.70,24.30,20,220
2016-01-23 08:50,5.60,768.30,3.80,19.70,20,130
2016-01-23 09:00,5.60,768.40,4.00,15.00,10,210
2016-01-23 09:10,5.67,768.50,3.80,19.00,20,140
2016-01-23 09:20,5.73,768.60,3.70,23.00,20,130
2016-01-23 09:30,5.80,768.80,3.50,27.00,10,190
2016-01-23 09:40,5.87,768.90,3.30,31.00,10,130
2016-01-23 09:50,5.93,769.00,3.20,35.00,10,120
2016-01-23 10:00,6.00,769.10,3.00,39.00,10,120
2016-01-23 10:10,6.05,769.20,3.20,38.00,10,120
2016-01-23 10:20,6.10,769.40,3.30,37.00,10,200
2016-01-23 10:30,6.15,769.50,3.50,36.00,10,120
2016-01-23 10:40,6.20,769.60,3.70,35.00,10,110
2016-01-23 10:50,6.25,769.80,3.80,34.00,10,120
2016-01-23 11:00,6.30,769.90,4.00,33.00,10,130
2016-01-23 11:10,6.38,769.90,4.20,34.00,10,130
2016-01-23 11:20,6.47,770.00,4.30,35.00,10,170
2016-01-23 11:30,6.55,770.00,4.50,36.00,10,110
2016-01-23 11:40,6.63,770.00,4.70,37.00,10,140
2016-01-23 11:50,6.72,770.10,4.80,38.00,10,110
2016-01-23 12:00,6.80,770.10,5.00,39.00,10,120
2016-01-23 12:10,6.85,770.10,4.70,41.00,10,110
2016-01-23 12:20,6.90,770.20,4.30,43.00,10,110
2016-01-23 12:30,6.95,770.20,4.00,45.00,10,250
2016-01-23 12:40,7.00,770.20,3.70,47.00,10,250
2016-01-23 12:50,7.05,770.30,3.30,49.00,10,100
2016-01-23 13:00,7.10,770.30,3.00,51.00,10,120
2016-01-23 13:10,7.15,770.30,3.30,53.20,10,120
2016-01-23 13:20,7.20,770.20,3.70,55.30,10,140
2016-01-23 13:30,7.25,770.20,4.00,57.50,10,190
2016-01-23 13:40,7.30,770.20,4.30,59.70,10,150
2016-01-23 13:50,7.35,770.10,4.70,61.80,10,150
2016-01-23 14:00,7.40,770.10,5.00,64.00,10,150
2016-01-23 14:10,7.42,770.10,4.80,63.70,10,150
2016-01-23 14:20,7.43,770.20,4.70,63.30,10,140
2016-01-23 14:30,7.45,770.20,4.50,63.00,10,130
2016-01-23 14:40,7.47,770.20,4.30,62.70,10,180
2016-01-23 14:50,7.48,770.30,4.20,62.30,10,280
2016-01-23 15:00,7.50,770.30,4.00,62.00,10,170
2016-01-23 15:10,7.35,770.40,4.00,60.20,20,130
2016-01-23 15:20,7.20,770.40,4.00,58.30,0,80
2016-01-23 15:30,7.05,770.50,4.00,56.50,10,80
2016-01-23 15:40,6.90,770.60,4.00,54.70,0,70
2016-01-23 15:50,6.75,770.60,4.00,52.80,10,80
2016-01-23 16:00,6.60,770.70,4.00,51.00,0,60
2016-01-23 16:10,6.58,770.70,4.00,50.00,10,40
2016-01-23 16:20,6.57,770.70,4.00,49.00,0,50
2016-01-23 16:30,6.55,770.60,4.00,48.00,0,70
2016-01-23 16:40,6.53,770.60,4.00,47.00,10,80
2016-01-23 16:50,6.52,770.60,4.00,46.00,10,120
2016-01-23 17:00,6.50,770.60,4.00,45.00,10,120
2016-01-23 17:10,6.25,770.60,3.70,46.70,10,420
2016-01-23 17:20,6.00,770.60,3.30,48.30,20,410
2016-01-23 17:30,5.75,770.50,3.00,50.00,10,240
2016-01-23 17:40,5.50,770.50,2.70,51.70,10,220
2016-01-23 17:50,5.25,770.50,2.30,53.30,10,60
2016-01-23 18:00,5.00,770.50,2.00,55.00,10,70
2016-01-23 18:10,5.22,770.50,2.20,56.20,0,90
2016-01-23 18:20,5.43,770.60,2.30,57.30,10,110
2016-01-23 18:30,5.65,770.60,2.50,58.50,0,90
2016-01-23 18:40,5.87,770.60,2.70,59.70,10,100
2016-01-23 18:50,6.08,770.70,2.80,60.80,0,90
2016-01-23 19:00,6.30,770.70,3.00,62.00,10,90
2016-01-23 19:10,6.23,770.70,3.20,55.00,10,90
2016-01-23 19:20,6.17,770.60,3.30,48.00,20,70
2016-01-23 19:30,6.10,770.60,3.50,41.00,0,70
2016-01-23 19:40,6.03,770.60,3.70,34.00,10,80
2016-01-23 19:50,5.97,770.50,3.80,27.00,0,100
2016-01-23 20:00,5.90,770.50,4.00,20.00,0,100
2016-01-23 20:10,5.90,770.50,4.20,20.50,0,90
2016-01-23 20:20,5.90,770.40,4.30,21.00,0,110
2016-01-23 20:30,5.90,770.40,4.50,21.50,0,110
2016-01-23 20:40,5.90,770.40,4.70,22.00,0,110
2016-01-23 20:50,5.90,770.30,4.80,22.50,0,110
2016-01-23 21:00,5.90,770.30,5.00,23.00,0,100
2016-01-23 21:10,5.83,770.30,5.00,22.70,0,80
2016-01-23 21:20,5.77,770.20,5.00,22.30,0,90
2016-01-23 21:30,5.70,770.20,5.00,22.00,0,100
2016-01-23 21:40,5.63,770.20,5.00,21.70,0,110
2016-01-23 21:50,5.57,770.10,5.00,21.30,0,100
2016-01-23 22:00,5.50,770.10,5.00,21.00,0,100
2016-01-23 22:10,5.48,770.10,4.80,21.20,10,90
2016-01-23 22:20,5.47,770.00,4.70,21.30,0,70
2016-01-23 22:30,5.45,770.00,4.50,21.50,0,70
2016-01-23 22:40,5.43,770.00,4.30,21.70,0,60
2016-01-23 22:50,5.42,769.90,4.20,21.80,0,50
2016-01-23 23:00,5.40,769.90,4.00,22.00,0,50
2016-01-23 23:10,5.35,769.90,4.20,22.20,0,60
2016-01-23 23:20,5.30,769.80,4.30,22.30,0,80
2016-01-23 23:30,5.25,769.80,4.50,22.50,0,70
2016-01-23 23:40,5.20,769.70,4.70,22.70,0,80
2016-01-23 23:50,5.15,769.60,4.80,22.80,0,80
2016-01-24 00:00,5.10,769.60,5.00,23.00,0,60
2016-01-24 00:10,5.13,769.60,4.80,23.20,0,40
2016-01-24 00:20,5.17,769.60,4.70,23.30,0,40
2016-01-24 00:30,5.20,769.50,4.50,23.50,0,20
2016-01-24 00:40,5.23,769.50,4.30,23.70,0,20
2016-01-24 00:50,5.27,769.50,4.20,23.80,0,30
2016-01-24 01:00,5.30,769.50,4.00,24.00,0,50
2016-01-24 01:10,5.30,769.40,4.00,23.80,0,40
2016-01-24 01:20,5.30,769.40,4.00,23.70,0,50
2016-01-24 01:30,5.30,769.30,4.00,23.50,0,40
2016-01-24 01:40,5.30,769.20,4.00,23.30,0,40
2016-01-24 01:50,5.30,769.20,4.00,23.20,0,40
2016-01-24 02:00,5.30,769.10,4.00,23.00,0,50
2016-01-24 02:10,5.32,769.00,4.00,23.00,0,30
2016-01-24 02:20,5.33,768.90,4.00,23.00,0,30
2016-01-24 02:30,5.35,768.90,4.00,23.00,0,20
2016-01-24 02:40,5.37,768.80,4.00,23.00,0,20
2016-01-24 02:50,5.38,768.70,4.00,23.00,0,40
2016-01-24 03:00,5.40,768.60,4.00,23.00,0,40
2016-01-24 03:10,5.47,768.50,4.00,23.70,0,50
2016-01-24 03:20,5.53,768.50,4.00,24.30,0,40
2016-01-24 03:30,5.60,768.40,4.00,25.00,0,50
2016-01-24 03:40,5.67,768.30,4.00,25.70,0,50
2016-01-24 03:50,5.73,768.30,4.00,26.30,0,40
2016-01-24 04:00,5.80,768.20,4.00,27.00,0,20
2016-01-24 04:10,5.85,768.20,4.00,26.80,0,30
2016-01-24 04:20,5.90,768.20,4.00,26.70,0,20
2016-01-24 04:30,5.95,768.10,4.00,26.50,0,30
2016-01-24 04:40,6.00,768.10,4.00,26.30,0,40
2016-01-24 04:50,6.05,768.10,4.00,26.20,0,50
2016-01-24 05:00,6.10,768.10,4.00,26.00,0,50
2016-01-24 05:10,6.22,768.00,4.30,28.30,0,40
2016-01-24 05:20,6.33,768.00,4.70,30.70,0,40
2016-01-24 05:30,6.45,768.00,5.00,33.00,0,40
2016-01-24 05:40,6.57,767.90,5.30,35.30,0,40
2016-01-24 05:50,6.68,767.90,5.70,37.70,0,30
2016-01-24 06:00,6.80,767.80,6.00,40.00,0,20
2016-01-24 06:10,6.67,767.80,6.20,43.70,0,30
2016-01-24 06:20,6.53,767.80,6.30,47.30,0,30
2016-01-24 06:30,6.40,767.80,6.50,51.00,0,40
2016-01-24 06:40,6.27,767.70,6.70,54.70,0,40
2016-01-24 06:50,6.13,767.70,6.80,58.30,0,50
2016-01-24 07:00,6.00,767.70,7.00,62.00,0,40
2016-01-24 07:10,6.02,767.60,7.00,62.30,0,40
2016-01-24 07:20,6.03,767.60,7.00,62.70,0,40
2016-01-24 07:30,6.05,767.50,7.00,63.00,0,50
2016-01-24 07:40,6.07,767.40,7.00,63.30,0,40
2016-01-24 07:50,6.08,767.40,7.00,63.70,10,220
2016-01-24 08:00,6.10,767.30,7.00,64.00,0,360
2016-01-24 08:10,6.18,767.30,6.70,60.00,30,360
2016-01-24 08:20,6.27,767.40,6.30,56.00,20,590
2016-01-24 08:30,6.35,767.40,6.00,52.00,20,850
2016-01-24 08:40,6.43,767.40,5.70,48.00,10,690
2016-01-24 08:50,6.52,767.50,5.30,44.00,10,800
2016-01-24 09:00,6.60,767.50,5.00,40.00,20,710
2016-01-24 09:10,6.58,767.50,5.20,40.00,20,680
2016-01-24 09:20,6.57,767.60,5.30,40.00,10,290
2016-01-24 09:30,6.55,767.60,5.50,40.00,20,190
2016-01-24 09:40,6.53,767.70,5.70,40.00,10,120
2016-01-24 09:50,6.52,767.80,5.80,40.00,20,140
2016-01-24 10:00,6.50,767.80,6.00,40.00,20,260
2016-01-24 10:10,6.50,767.90,5.80,43.70,20,310
2016-01-24 10:20,6.50,767.90,5.70,47.30,40,230
2016-01-24 10:30,6.50,768.00,5.50,51.00,30,180
2016-01-24 10:40,6.50,768.00,5.30,54.70,40,320
2016-01-24 10:50,6.50,768.00,5.20,58.30,40,620
2016-01-24 11:00,6.50,768.10,5.00,62.00,30,620
2016-01-24 11:10,6.52,768.10,5.00,59.70,40,530
2016-01-24 11:20,6.53,768.10,5.00,57.30,30,180
2016-01-24 11:30,6.55,768.10,5.00,55.00,40,180
2016-01-24 11:40,6.57,768.10,5.00,52.70,30,120
2016-01-24 11:50,6.58,768.10,5.00,50.30,30,140
2016-01-24 12:00,6.60,768.10,5.00,48.00,30,100
2016-01-24 12:10,6.67,768.00,4.80,45.70,30,120
2016-01-24 12:20,6.73,768.00,4.70,43.30,40,100
2016-01-24 12:30,6.80,768.00,4.50,41.00,30,130
2016-01-24 12:40,6.87,767.90,4.30,38.70,30,270
2016-01-24 12:50,6.93,767.90,4.20,36.30,30,520
2016-01-24 13:00,7.00,767.80,4.00,34.00,20,580
2016-01-24 13:10,7.07,767.80,4.00,33.80,20,520
2016-01-24 13:20,7.13,767.80,4.00,33.70,10,350
2016-01-24 13:30,7.20,767.80,4.00,33.50,10,340
2016-01-24 13:40,7.27,767.80,4.00,33.30,10,330
2016-01-24 13:50,7.33,767.80,4.00,33.20,10,290
2016-01-24 14:00,7.40,767.80,4.00,33.00,20,300
2016-01-24 14:10,7.48,767.80,4.00,37.70,30,280
2016-01-24 14:20,7.57,767.70,4.00,42.30,40,220
2016-01-24 14:30,7.65,767.60,4.00,47.00,30,90
2016-01-24 14:40,7.73,767.60,4.00,51.70,20,90
2016-01-24 14:50,7.82,767.50,4.00,56.30,20,100
2016-01-24 15:00,7.90,767.50,4.00,61.00,20,90
2016-01-24 15:10,7.88,767.50,4.20,61.00,10,80
2016-01-24 15:20,7.87,767.50,4.30,61.00,10,80
2016-01-24 15:30,7.85,767.50,4.50,61.00,0,80
2016-01-24 15:40,7.83,767.40,4.70,61.00,10,90
2016-01-24 15:50,7.82,767.40,4.80,61.00,10,90
2016-01-24 16:00,7.80,767.40,5.00,61.00,0,90
2016-01-24 16:10,7.82,767.40,5.00,61.30,10,80
2016-01-24 16:20,7.83,767.40,5.00,61.70,0,70
2016-01-24 16:30,7.85,767.50,5.00,62.00,10,50
2016-01-24 16:40,7.87,767.50,5.00,62.30,0,60
2016-01-24 16:50,7.88,767.50,5.00,62.70,0,40
2016-01-24 17:00,7.90,767.50,5.00,63.00,10,60
2016-01-24 17:10,7.92,767.50,4.80,63.20,10,60
2016-01-24 17:20,7.93,767.50,4.70,63.30,20,140
2016-01-24 17:30,7.95,767.50,4.50,63.50,10,80
2016-01-24 17:40,7.97,767.50,4.30,63.70,10,70
2016-01-24 17:50,7.98,767.50,4.20,63.80,10,60
2016-01-24 18:00,8.00,767.50,4.00,64.00,10,70
2016-01-24 18:10,7.98,767.50,3.80,63.80,0,60
2016-01-24 18:20,7.97,767.50,3.70,63.70,0,70
2016-01-24 18:30,7.95,767.50,3.50,63.50,10,70
2016-01-24 18:40,7.93,767.50,3.30,63.30,0,70
2016-01-24 18:50,7.92,767.50,3.20,63.20,10,60
2016-01-24 19:00,7.90,767.50,3.00,63.00,10,40
2016-01-24 19:10,7.92,767.50,3.00,63.00,10,40
2016-01-24 19:20,7.93,767.60,3.00,63.00,30,60
2016-01-24 19:30,7.95,767.60,3.00,63.00,20,350
2016-01-24 19:40,7.97,767.70,3.00,63.00,30,410
2016-01-24 19:50,7.98,767.80,3.00,63.00,30,80
2016-01-24 20:00,8.00,767.80,3.00,63.00,30,100
2016-01-24 20:10,8.02,767.70,3.20,62.70,10,80
2016-01-24 20:20,8.03,767.70,3.30,62.30,10,270
2016-01-24 20:30,8.05,767.60,3.50,62.00,0,280
2016-01-24 20:40,8.07,767.50,3.70,61.70,0,90
2016-01-24 20:50,8.08,767.50,3.80,61.30,0,90
2016-01-24 21:00,8.10,767.40,4.00,61.00,0,90
2016-01-24 21:10,8.10,767.40,4.00,61.20,0,90
2016-01-24 21:20,8.10,767.40,4.00,61.30,0,80
2016-01-24 21:30,8.10,767.50,4.00,61.50,0,70
2016-01-24 21:40,8.10,767.50,4.00,61.70,10,70
2016-01-24 21:50,8.10,767.50,4.00,61.80,0,90
2016-01-24 22:00,8.10,767.50,4.00,62.00,10,100
2016-01-24 22:10,8.07,767.40,3.80,62.00,20,90
2016-01-24 22:20,8.03,767.40,3.70,62.00,0,280
2016-01-24 22:30,8.00,767.30,3.50,62.00,10,390
2016-01-24 22:40,7.97,767.20,3.30,62.00,0,150
2016-01-24 22:50,7.93,767.20,3.20,62.00,0,50
2016-01-24 23:00,7.90,767.10,3.00,62.00,0,50
2016-01-24 23:10,7.92,767.10,2.80,62.00,0,40
2016-01-24 23:20,7.93,767.10,2.70,62.00,0,50
2016-01-24 23:30,7.95,767.00,2.50,62.00,0,30
2016-01-24 23:40,7.97,767.00,2.30,62.00,0,20
2016-01-24 23:50,7.98,767.00,2.20,62.00,0,40
