Timestamp,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
2023-10-14 22:45,Saturday,12,4,1,22,39,normal
2023-10-14 23:00,Saturday,15,0,0,16,31,normal
2023-10-14 23:15,Saturday,13,4,0,25,42,normal
2023-10-14 23:30,Saturday,14,5,1,12,32,low
2023-10-14 23:45,Saturday,18,1,1,35,55,normal
2023-10-15 00:00,Sunday,18,5,1,19,43,normal
2023-10-15 00:15,Sunday,19,3,0,38,60,normal
2023-10-15 00:30,Sunday,13,0,1,12,26,low
2023-10-15 00:45,Sunday,20,0,1,38,59,normal
2023-10-15 01:00,Sunday,20,1,1,24,46,normal
2023-10-15 01:15,Sunday,17,3,1,17,38,normal
2023-10-15 01:30,Sunday,12,3,1,35,51,normal
2023-10-15 01:45,Sunday,19,0,1,30,50,normal
2023-10-15 02:00,Sunday,19,2,1,30,52,normal
2023-10-15 02:15,Sunday,18,1,0,16,35,normal
2023-10-15 02:30,Sunday,11,0,0,31,42,normal
2023-10-15 02:45,Sunday,10,1,1,12,24,low
2023-10-15 03:00,Sunday,16,1,0,24,41,normal
2023-10-15 03:15,Sunday,18,3,0,28,49,normal
2023-10-15 03:30,Sunday,20,1,1,39,61,normal
2023-10-15 03:45,Sunday,19,3,1,27,50,normal
2023-10-15 04:00,Sunday,14,1,1,34,50,normal
2023-10-15 04:15,Sunday,61,26,1,16,104,normal
2023-10-15 04:30,Sunday,72,26,6,4,108,low
2023-10-15 04:45,Sunday,86,24,3,18,131,normal
2023-10-15 05:00,Sunday,75,1,8,10,94,low
2023-10-15 05:15,Sunday,75,1,7,9,92,low
2023-10-15 05:30,Sunday,93,5,4,1,103,low
2023-10-15 05:45,Sunday,111,6,2,5,124,normal
2023-10-15 06:00,Sunday,111,18,41,2,172,heavy
2023-10-15 06:15,Sunday,114,27,46,0,187,heavy
2023-10-15 06:30,Sunday,139,19,50,2,210,heavy
2023-10-15 06:45,Sunday,109,14,38,1,162,high
2023-10-15 07:00,Sunday,105,16,22,3,146,normal
2023-10-15 07:15,Sunday,150,13,31,4,198,heavy
2023-10-15 07:30,Sunday,122,13,47,3,185,heavy
2023-10-15 07:45,Sunday,114,24,46,2,186,heavy
2023-10-15 08:00,Sunday,119,36,41,0,196,heavy
2023-10-15 08:15,Sunday,108,35,39,0,182,heavy
2023-10-15 08:30,Sunday,113,18,28,1,160,high
2023-10-15 08:45,Sunday,118,36,37,0,191,heavy
2023-10-15 09:00,Sunday,113,35,48,3,199,heavy
2023-10-15 09:15,Sunday,66,7,22,30,125,high
2023-10-15 09:30,Sunday,64,12,27,8,111,normal
2023-10-15 09:45,Sunday,37,5,13,11,66,low
2023-10-15 10:00,Sunday,82,17,31,20,150,high
2023-10-15 10:15,Sunday,63,5,23,12,103,normal
2023-10-15 10:30,Sunday,20,12,16,24,72,normal
2023-10-15 10:45,Sunday,46,5,34,9,94,normal
2023-10-15 11:00,Sunday,35,9,8,29,81,normal
2023-10-15 11:15,Sunday,33,9,11,21,74,normal
2023-10-15 11:30,Sunday,32,9,10,30,81,normal
2023-10-15 11:45,Sunday,62,10,6,22,100,normal
2023-10-15 12:00,Sunday,62,10,11,22,105,normal
2023-10-15 12:15,Sunday,54,10,12,25,101,normal
2023-10-15 12:30,Sunday,48,8,15,23,94,normal
2023-10-15 12:45,Sunday,20,10,12,24,66,normal
2023-10-15 13:00,Sunday,35,10,5,30,80,normal
2023-10-15 13:15,Sunday,112,15,40,10,177,heavy
2023-10-15 13:30,Sunday,51,21,25,13,110,normal
2023-10-15 13:45,Sunday,53,12,23,8,96,normal
2023-10-15 14:00,Sunday,63,22,18,15,118,normal
2023-10-15 14:15,Sunday,50,23,16,8,97,normal
2023-10-15 14:30,Sunday,94,20,35,17,166,high
2023-10-15 14:45,Sunday,7,27,39,17,90,normal
2023-10-15 15:00,Sunday,109,18,13,6,146,normal
2023-10-15 15:15,Sunday,18,27,19,6,70,normal
2023-10-15 15:30,Sunday,21,30,5,5,61,low
2023-10-15 15:45,Sunday,49,16,9,12,86,low
2023-10-15 16:00,Sunday,129,28,40,6,203,heavy
2023-10-15 16:15,Sunday,141,18,28,8,195,heavy
2023-10-15 16:30,Sunday,131,14,43,7,195,heavy
2023-10-15 16:45,Sunday,105,38,23,5,171,heavy
2023-10-15 17:00,Sunday,125,35,37,5,202,heavy
2023-10-15 17:15,Sunday,127,36,42,9,214,heavy
2023-10-15 17:30,Sunday,129,22,25,9,185,heavy
2023-10-15 17:45,Sunday,121,39,47,8,215,heavy
2023-10-15 18:00,Sunday,138,29,42,9,218,heavy
2023-10-15 18:15,Sunday,119,26,21,5,171,heavy
2023-10-15 18:30,Sunday,138,17,48,8,211,heavy
2023-10-15 18:45,Sunday,72,12,14,32,130,high
2023-10-15 19:00,Sunday,92,23,20,30,165,high
2023-10-15 19:15,Sunday,94,17,11,24,146,high
2023-10-15 19:30,Sunday,102,25,12,24,163,high
2023-10-15 19:45,Sunday,71,23,17,14,125,normal
2023-10-15 20:00,Sunday,58,5,19,25,107,normal
2023-10-15 20:15,Sunday,93,22,18,10,143,normal
2023-10-15 20:30,Sunday,59,23,10,35,127,high
2023-10-15 20:45,Sunday,57,20,10,20,107,normal
2023-10-15 21:00,Sunday,96,9,18,25,148,high
2023-10-15 21:15,Sunday,104,12,16,20,152,normal
2023-10-15 21:30,Sunday,104,22,17,23,166,high
2023-10-15 21:45,Sunday,88,8,11,29,136,high
2023-10-15 22:00,Sunday,20,3,0,16,39,normal
2023-10-15 22:15,Sunday,17,2,1,30,50,normal
2023-10-15 22:30,Sunday,17,4,0,23,44,normal
2023-10-15 22:45,Sunday,15,5,0,21,41,normal
2023-10-15 23:00,Sunday,10,0,1,31,42,normal
2023-10-15 23:15,Sunday,11,1,1,19,32,normal
2023-10-15 23:30,Sunday,12,2,0,29,43,normal
2023-10-15 23:45,Sunday,11,0,1,11,23,low
2023-10-16 00:00,Monday,18,4,1,28,51,normal
2023-10-16 00:15,Monday,13,3,0,26,42,normal
2023-10-16 00:30,Monday,16,3,0,34,53,normal
2023-10-16 00:45,Monday,16,4,0,35,55,normal
2023-10-16 01:00,Monday,20,2,1,33,56,normal
2023-10-16 01:15,Monday,14,4,1,28,47,normal
2023-10-16 01:30,Monday,11,4,1,19,35,normal
2023-10-16 01:45,Monday,19,4,0,17,40,normal
2023-10-16 02:00,Monday,18,3,1,26,48,normal
2023-10-16 02:15,Monday,10,1,1,21,33,normal
2023-10-16 02:30,Monday,20,5,1,40,66,normal
2023-10-16 02:45,Monday,11,5,0,37,53,normal
2023-10-16 03:00,Monday,15,4,1,29,49,normal
2023-10-16 03:15,Monday,16,2,1,27,46,normal
2023-10-16 03:30,Monday,10,3,1,23,37,normal
2023-10-16 03:45,Monday,16,5,1,31,53,normal
2023-10-16 04:00,Monday,20,0,1,30,51,normal
2023-10-16 04:15,Monday,61,4,5,17,87,normal
2023-10-16 04:30,Monday,91,8,6,2,107,low
2023-10-16 04:45,Monday,94,4,5,2,105,low
2023-10-16 05:00,Monday,117,8,6,16,147,normal
2023-10-16 05:15,Monday,111,14,10,14,149,normal
2023-10-16 05:30,Monday,91,2,3,5,101,low
2023-10-16 05:45,Monday,96,9,1,16,122,normal
2023-10-16 06:00,Monday,134,15,42,5,196,heavy
2023-10-16 06:15,Monday,121,35,39,4,199,heavy
2023-10-16 06:30,Monday,118,40,40,3,201,heavy
2023-10-16 06:45,Monday,115,17,40,1,173,heavy
2023-10-16 07:00,Monday,106,22,37,0,165,high
2023-10-16 07:15,Monday,147,26,40,0,213,heavy
2023-10-16 07:30,Monday,102,13,31,2,148,high
2023-10-16 07:45,Monday,102,12,24,3,141,normal
2023-10-16 08:00,Monday,130,40,31,2,203,heavy
2023-10-16 08:15,Monday,102,17,33,0,152,high
2023-10-16 08:30,Monday,105,13,48,5,171,heavy
2023-10-16 08:45,Monday,129,24,25,0,178,heavy
2023-10-16 09:00,Monday,117,11,45,0,173,heavy
2023-10-16 09:15,Monday,74,14,23,21,132,high
2023-10-16 09:30,Monday,80,14,35,18,147,high
2023-10-16 09:45,Monday,31,7,34,24,96,normal
2023-10-16 10:00,Monday,18,15,9,15,57,normal
2023-10-16 10:15,Monday,15,10,23,20,68,normal
2023-10-16 10:30,Monday,37,18,8,16,79,normal
2023-10-16 10:45,Monday,10,7,5,14,36,normal
2023-10-16 11:00,Monday,54,6,15,23,98,normal
2023-10-16 11:15,Monday,34,7,5,24,70,normal
2023-10-16 11:30,Monday,50,7,8,21,86,normal
2023-10-16 11:45,Monday,44,9,10,24,87,normal
2023-10-16 12:00,Monday,63,8,15,24,110,normal
2023-10-16 12:15,Monday,56,6,6,29,97,normal
2023-10-16 12:30,Monday,69,5,13,27,114,high
2023-10-16 12:45,Monday,39,5,3,30,77,normal
2023-10-16 13:00,Monday,61,10,14,24,109,normal
2023-10-16 13:15,Monday,61,30,5,20,116,normal
2023-10-16 13:30,Monday,20,17,9,5,51,low
2023-10-16 13:45,Monday,70,22,38,7,137,high
2023-10-16 14:00,Monday,25,30,31,9,95,normal
2023-10-16 14:15,Monday,23,13,12,6,54,low
2023-10-16 14:30,Monday,105,30,24,8,167,normal
2023-10-16 14:45,Monday,107,10,6,6,129,normal
2023-10-16 15:00,Monday,40,20,36,7,103,normal
2023-10-16 15:15,Monday,74,18,37,11,140,high
2023-10-16 15:30,Monday,62,15,8,11,96,low
2023-10-16 15:45,Monday,81,20,14,12,127,normal
2023-10-16 16:00,Monday,111,32,43,5,191,heavy
2023-10-16 16:15,Monday,145,12,41,6,204,heavy
2023-10-16 16:30,Monday,139,11,20,7,177,heavy
2023-10-16 16:45,Monday,129,40,31,10,210,heavy
2023-10-16 17:00,Monday,128,22,28,8,186,heavy
2023-10-16 17:15,Monday,103,17,23,8,151,normal
2023-10-16 17:30,Monday,127,32,29,7,195,heavy
2023-10-16 17:45,Monday,120,35,44,8,207,heavy
2023-10-16 18:00,Monday,106,11,41,7,165,high
2023-10-16 18:15,Monday,114,40,31,5,190,heavy
2023-10-16 18:30,Monday,101,13,20,7,141,normal
2023-10-16 18:45,Monday,110,25,19,34,188,heavy
2023-10-16 19:00,Monday,108,6,17,23,154,high
2023-10-16 19:15,Monday,104,12,10,10,136,normal
2023-10-16 19:30,Monday,102,22,17,23,164,high
2023-10-16 19:45,Monday,77,19,16,8,120,normal
2023-10-16 20:00,Monday,70,16,19,33,138,high
2023-10-16 20:15,Monday,75,9,13,28,125,high
2023-10-16 20:30,Monday,95,9,16,29,149,high
2023-10-16 20:45,Monday,77,17,17,22,133,high
2023-10-16 21:00,Monday,73,16,14,34,137,high
2023-10-16 21:15,Monday,59,7,18,12,96,normal
2023-10-16 21:30,Monday,54,20,10,9,93,low
2023-10-16 21:45,Monday,90,6,18,32,146,high
2023-10-16 22:00,Monday,15,5,1,32,53,normal
2023-10-16 22:15,Monday,12,1,0,11,24,low
2023-10-16 22:30,Monday,17,2,0,28,47,normal
2023-10-16 22:45,Monday,13,5,1,12,31,low
2023-10-16 23:00,Monday,15,5,0,21,41,normal
2023-10-16 23:15,Monday,18,4,0,11,33,low
2023-10-16 23:30,Monday,12,4,0,21,37,normal
2023-10-16 23:45,Monday,10,4,1,12,27,low
2023-10-17 00:00,Tuesday,15,2,0,25,42,normal
2023-10-17 00:15,Tuesday,11,0,0,24,35,normal
2023-10-17 00:30,Tuesday,15,2,1,15,33,normal
2023-10-17 00:45,Tuesday,20,3,1,29,53,normal
2023-10-17 01:00,Tuesday,17,2,0,24,43,normal
2023-10-17 01:15,Tuesday,19,5,1,26,51,normal
2023-10-17 01:30,Tuesday,20,3,1,32,56,normal
2023-10-17 01:45,Tuesday,15,3,0,19,37,normal
2023-10-17 02:00,Tuesday,13,5,0,17,35,normal
2023-10-17 02:15,Tuesday,12,5,1,19,37,normal
2023-10-17 02:30,Tuesday,10,2,0,27,39,normal
2023-10-17 02:45,Tuesday,20,4,1,23,48,normal
2023-10-17 03:00,Tuesday,14,0,0,16,30,normal
2023-10-17 03:15,Tuesday,12,4,1,28,45,normal
2023-10-17 03:30,Tuesday,19,2,0,20,41,normal
2023-10-17 03:45,Tuesday,20,2,1,19,42,normal
2023-10-17 04:00,Tuesday,16,0,0,36,52,normal
2023-10-17 04:15,Tuesday,62,20,4,18,104,normal
2023-10-17 04:30,Tuesday,50,13,2,14,79,normal
2023-10-17 04:45,Tuesday,101,3,6,6,116,normal
2023-10-17 05:00,Tuesday,94,15,2,9,120,normal
2023-10-17 05:15,Tuesday,68,10,8,1,87,low
2023-10-17 05:30,Tuesday,95,3,8,20,126,normal
2023-10-17 05:45,Tuesday,113,7,10,16,146,normal
2023-10-17 06:00,Tuesday,106,13,39,1,159,high
2023-10-17 06:15,Tuesday,105,32,47,4,188,heavy
2023-10-17 06:30,Tuesday,150,19,34,4,207,heavy
2023-10-17 06:45,Tuesday,137,38,39,2,216,heavy
2023-10-17 07:00,Tuesday,113,11,32,1,157,high
2023-10-17 07:15,Tuesday,117,30,26,5,178,heavy
2023-10-17 07:30,Tuesday,130,10,37,1,178,heavy
2023-10-17 07:45,Tuesday,150,32,31,1,214,heavy
2023-10-17 08:00,Tuesday,146,10,30,3,189,heavy
2023-10-17 08:15,Tuesday,123,24,46,2,195,heavy
2023-10-17 08:30,Tuesday,110,24,26,4,164,high
2023-10-17 08:45,Tuesday,111,33,31,2,177,heavy
2023-10-17 09:00,Tuesday,132,18,32,2,184,heavy
2023-10-17 09:15,Tuesday,66,16,22,13,117,normal
2023-10-17 09:30,Tuesday,45,24,5,23,97,normal
2023-10-17 09:45,Tuesday,92,19,15,7,133,normal
2023-10-17 10:00,Tuesday,78,22,16,25,141,high
2023-10-17 10:15,Tuesday,90,2,15,18,125,normal
2023-10-17 10:30,Tuesday,23,2,37,9,71,normal
2023-10-17 10:45,Tuesday,17,5,6,20,48,normal
2023-10-17 11:00,Tuesday,41,5,4,24,74,normal
2023-10-17 11:15,Tuesday,32,5,15,26,78,normal
2023-10-17 11:30,Tuesday,65,7,7,22,101,normal
2023-10-17 11:45,Tuesday,22,6,3,25,56,normal
2023-10-17 12:00,Tuesday,54,7,4,28,93,normal
2023-10-17 12:15,Tuesday,38,5,8,28,79,normal
2023-10-17 12:30,Tuesday,59,7,15,23,104,normal
2023-10-17 12:45,Tuesday,34,8,10,23,75,normal
2023-10-17 13:00,Tuesday,28,6,3,27,64,normal
2023-10-17 13:15,Tuesday,7,16,11,14,48,normal
2023-10-17 13:30,Tuesday,8,12,22,8,50,normal
2023-10-17 13:45,Tuesday,42,25,38,18,123,high
2023-10-17 14:00,Tuesday,82,13,28,5,128,high
2023-10-17 14:15,Tuesday,14,24,26,9,73,normal
2023-10-17 14:30,Tuesday,39,25,33,9,106,normal
2023-10-17 14:45,Tuesday,47,14,29,6,96,normal
2023-10-17 15:00,Tuesday,120,20,21,18,179,heavy
2023-10-17 15:15,Tuesday,114,11,39,10,174,heavy
2023-10-17 15:30,Tuesday,99,24,30,10,163,high
2023-10-17 15:45,Tuesday,78,18,30,8,134,high
2023-10-17 16:00,Tuesday,144,40,29,10,223,normal
2023-10-17 16:15,Tuesday,107,28,38,9,182,heavy
2023-10-17 16:30,Tuesday,123,28,24,10,185,heavy
2023-10-17 16:45,Tuesday,126,15,28,6,175,heavy
2023-10-17 17:00,Tuesday,147,28,23,5,203,heavy
2023-10-17 17:15,Tuesday,100,21,33,7,161,high
2023-10-17 17:30,Tuesday,113,12,22,6,153,normal
2023-10-17 17:45,Tuesday,130,34,30,6,200,heavy
2023-10-17 18:00,Tuesday,118,40,29,10,197,heavy
2023-10-17 18:15,Tuesday,113,38,44,9,204,heavy
2023-10-17 18:30,Tuesday,117,29,29,9,184,heavy
2023-10-17 18:45,Tuesday,106,12,20,32,170,heavy
2023-10-17 19:00,Tuesday,96,11,15,14,136,normal
2023-10-17 19:15,Tuesday,58,11,14,24,107,normal
2023-10-17 19:30,Tuesday,76,22,10,9,117,normal
2023-10-17 19:45,Tuesday,66,6,12,33,117,high
2023-10-17 20:00,Tuesday,61,23,13,18,115,normal
2023-10-17 20:15,Tuesday,93,6,15,17,131,normal
2023-10-17 20:30,Tuesday,51,11,16,26,104,normal
2023-10-17 20:45,Tuesday,86,6,12,9,113,normal
2023-10-17 21:00,Tuesday,77,15,12,29,133,high
2023-10-17 21:15,Tuesday,84,15,16,8,123,normal
2023-10-17 21:30,Tuesday,103,12,15,10,140,normal
2023-10-17 21:45,Tuesday,60,9,11,27,107,normal
2023-10-17 22:00,Tuesday,14,1,1,22,38,normal
2023-10-17 22:15,Tuesday,14,2,0,35,51,normal
2023-10-17 22:30,Tuesday,13,1,1,31,46,normal
2023-10-17 22:45,Tuesday,19,0,1,22,42,normal
2023-10-17 23:00,Tuesday,13,4,0,28,45,normal
2023-10-17 23:15,Tuesday,13,1,0,26,40,normal
2023-10-17 23:30,Tuesday,12,0,1,34,47,normal
2023-10-17 23:45,Tuesday,20,1,1,38,60,normal
2023-10-18 00:00,Wednesday,12,3,0,38,53,normal
2023-10-18 00:15,Wednesday,12,1,0,40,53,normal
2023-10-18 00:30,Wednesday,20,5,0,10,35,low
2023-10-18 00:45,Wednesday,12,4,1,27,44,normal
2023-10-18 01:00,Wednesday,15,5,0,21,41,normal
2023-10-18 01:15,Wednesday,19,2,0,30,51,normal
2023-10-18 01:30,Wednesday,11,0,1,40,52,normal
2023-10-18 01:45,Wednesday,15,3,0,35,53,normal
2023-10-18 02:00,Wednesday,15,0,1,37,53,normal
2023-10-18 02:15,Wednesday,16,2,0,37,55,normal
2023-10-18 02:30,Wednesday,10,0,1,24,35,normal
2023-10-18 02:45,Wednesday,12,0,1,31,44,normal
2023-10-18 03:00,Wednesday,15,1,1,36,53,normal
2023-10-18 03:15,Wednesday,14,5,0,17,36,normal
2023-10-18 03:30,Wednesday,17,3,1,38,59,normal
2023-10-18 03:45,Wednesday,19,0,0,18,37,normal
2023-10-18 04:00,Wednesday,18,5,1,30,54,normal
2023-10-18 04:15,Wednesday,119,12,6,4,141,normal
2023-10-18 04:30,Wednesday,74,28,1,13,116,normal
2023-10-18 04:45,Wednesday,101,26,10,0,137,normal
2023-10-18 05:00,Wednesday,99,4,7,19,129,normal
2023-10-18 05:15,Wednesday,99,18,7,5,129,normal
2023-10-18 05:30,Wednesday,102,24,2,8,136,normal
2023-10-18 05:45,Wednesday,50,4,6,13,73,normal
2023-10-18 06:00,Wednesday,128,11,46,4,189,heavy
2023-10-18 06:15,Wednesday,129,39,43,0,211,heavy
2023-10-18 06:30,Wednesday,129,27,38,0,194,heavy
2023-10-18 06:45,Wednesday,113,24,22,2,161,normal
2023-10-18 07:00,Wednesday,141,15,21,5,182,heavy
2023-10-18 07:15,Wednesday,120,22,29,1,172,heavy
2023-10-18 07:30,Wednesday,141,24,47,4,216,heavy
2023-10-18 07:45,Wednesday,149,24,33,1,207,heavy
2023-10-18 08:00,Wednesday,140,40,36,1,217,heavy
2023-10-18 08:15,Wednesday,140,20,36,0,196,heavy
2023-10-18 08:30,Wednesday,107,13,31,4,155,high
2023-10-18 08:45,Wednesday,141,15,32,4,192,heavy
2023-10-18 09:00,Wednesday,120,27,38,4,189,heavy
2023-10-18 09:15,Wednesday,70,14,21,5,110,normal
2023-10-18 09:30,Wednesday,55,24,16,21,116,high
2023-10-18 09:45,Wednesday,52,18,22,16,108,normal
2023-10-18 10:00,Wednesday,65,4,19,21,109,normal
2023-10-18 10:15,Wednesday,54,10,30,28,122,high
2023-10-18 10:30,Wednesday,37,3,32,18,90,normal
2023-10-18 10:45,Wednesday,23,3,37,18,81,normal
2023-10-18 11:00,Wednesday,43,7,7,29,86,normal
2023-10-18 11:15,Wednesday,22,6,13,24,65,normal
2023-10-18 11:30,Wednesday,21,10,6,30,67,normal
2023-10-18 11:45,Wednesday,48,8,11,22,89,normal
2023-10-18 12:00,Wednesday,35,5,12,20,72,normal
2023-10-18 12:15,Wednesday,69,5,13,22,109,normal
2023-10-18 12:30,Wednesday,22,9,10,21,62,normal
2023-10-18 12:45,Wednesday,46,5,9,23,83,normal
2023-10-18 13:00,Wednesday,49,5,11,21,86,normal
2023-10-18 13:15,Wednesday,29,18,29,20,96,normal
2023-10-18 13:30,Wednesday,96,23,31,14,164,high
2023-10-18 13:45,Wednesday,100,27,23,16,166,normal
2023-10-18 14:00,Wednesday,96,22,36,5,159,high
2023-10-18 14:15,Wednesday,27,26,25,15,93,normal
2023-10-18 14:30,Wednesday,114,21,32,5,172,heavy
2023-10-18 14:45,Wednesday,74,27,34,10,145,high
2023-10-18 15:00,Wednesday,14,16,9,14,53,normal
2023-10-18 15:15,Wednesday,84,30,26,10,150,high
2023-10-18 15:30,Wednesday,96,19,14,18,147,normal
2023-10-18 15:45,Wednesday,40,15,28,5,88,normal
2023-10-18 16:00,Wednesday,110,15,46,5,176,heavy
2023-10-18 16:15,Wednesday,138,39,31,7,215,heavy
2023-10-18 16:30,Wednesday,118,32,32,10,192,heavy
2023-10-18 16:45,Wednesday,142,34,38,9,223,normal
2023-10-18 17:00,Wednesday,113,13,36,5,167,normal
2023-10-18 17:15,Wednesday,104,29,32,7,172,heavy
2023-10-18 17:30,Wednesday,134,39,21,9,203,heavy
2023-10-18 17:45,Wednesday,107,15,48,5,175,heavy
2023-10-18 18:00,Wednesday,139,25,43,7,214,heavy
2023-10-18 18:15,Wednesday,128,20,20,6,174,heavy
2023-10-18 18:30,Wednesday,101,13,47,10,171,heavy
2023-10-18 18:45,Wednesday,105,17,13,23,158,high
2023-10-18 19:00,Wednesday,103,14,13,9,139,normal
2023-10-18 19:15,Wednesday,51,23,15,13,102,normal
2023-10-18 19:30,Wednesday,84,10,16,20,130,normal
2023-10-18 19:45,Wednesday,97,25,19,24,165,high
2023-10-18 20:00,Wednesday,98,8,10,19,135,normal
2023-10-18 20:15,Wednesday,94,13,19,25,151,high
2023-10-18 20:30,Wednesday,105,25,11,35,176,heavy
2023-10-18 20:45,Wednesday,74,9,13,6,102,low
2023-10-18 21:00,Wednesday,57,18,13,28,116,high
2023-10-18 21:15,Wednesday,57,14,11,33,115,high
2023-10-18 21:30,Wednesday,84,23,19,15,141,normal
2023-10-18 21:45,Wednesday,105,14,16,33,168,heavy
2023-10-18 22:00,Wednesday,10,4,1,38,53,normal
2023-10-18 22:15,Wednesday,15,1,1,29,46,normal
2023-10-18 22:30,Wednesday,14,1,1,25,41,normal
2023-10-18 22:45,Wednesday,20,2,0,37,59,normal
2023-10-18 23:00,Wednesday,20,1,0,27,48,normal
2023-10-18 23:15,Wednesday,13,1,1,18,33,normal
2023-10-18 23:30,Wednesday,19,0,0,35,54,normal
2023-10-18 23:45,Wednesday,14,1,1,27,43,normal
2023-10-19 00:00,Thursday,13,5,0,12,30,low
2023-10-19 00:15,Thursday,18,5,0,12,35,low
2023-10-19 00:30,Thursday,10,3,1,32,46,normal
2023-10-19 00:45,Thursday,14,2,0,15,31,normal
2023-10-19 01:00,Thursday,16,3,0,15,34,normal
2023-10-19 01:15,Thursday,14,2,0,25,41,normal
2023-10-19 01:30,Thursday,17,5,0,18,40,normal
2023-10-19 01:45,Thursday,13,1,0,28,42,normal
2023-10-19 02:00,Thursday,19,0,1,20,40,normal
2023-10-19 02:15,Thursday,15,4,0,40,59,normal
2023-10-19 02:30,Thursday,14,3,1,26,44,normal
2023-10-19 02:45,Thursday,15,4,0,14,33,normal
2023-10-19 03:00,Thursday,12,3,1,13,29,normal
2023-10-19 03:15,Thursday,12,4,0,31,47,normal
2023-10-19 03:30,Thursday,17,4,1,20,42,normal
2023-10-19 03:45,Thursday,12,0,1,13,26,normal
2023-10-19 04:00,Thursday,18,2,0,16,36,normal
2023-10-19 04:15,Thursday,115,16,10,13,154,normal
2023-10-19 04:30,Thursday,117,5,10,15,147,normal
2023-10-19 04:45,Thursday,92,26,8,7,133,normal
2023-10-19 05:00,Thursday,88,3,6,4,101,low
2023-10-19 05:15,Thursday,109,11,4,3,127,normal
2023-10-19 05:30,Thursday,81,4,0,20,105,normal
2023-10-19 05:45,Thursday,118,2,5,19,144,normal
2023-10-19 06:00,Thursday,107,26,31,2,166,high
2023-10-19 06:15,Thursday,103,11,35,5,154,high
2023-10-19 06:30,Thursday,145,13,33,3,194,heavy
2023-10-19 06:45,Thursday,143,22,37,4,206,heavy
2023-10-19 07:00,Thursday,113,38,50,3,204,heavy
2023-10-19 07:15,Thursday,149,10,47,3,209,heavy
2023-10-19 07:30,Thursday,132,33,35,2,202,heavy
2023-10-19 07:45,Thursday,119,40,41,2,202,heavy
2023-10-19 08:00,Thursday,133,31,27,2,193,heavy
2023-10-19 08:15,Thursday,140,20,44,4,208,heavy
2023-10-19 08:30,Thursday,140,34,31,1,206,heavy
2023-10-19 08:45,Thursday,128,37,50,2,217,heavy
2023-10-19 09:00,Thursday,132,11,24,3,170,heavy
2023-10-19 09:15,Thursday,23,8,40,27,98,normal
2023-10-19 09:30,Thursday,75,2,18,29,124,high
2023-10-19 09:45,Thursday,99,14,33,14,160,high
2023-10-19 10:00,Thursday,10,1,13,7,31,low
2023-10-19 10:15,Thursday,74,21,29,26,150,high
2023-10-19 10:30,Thursday,29,15,25,5,74,normal
2023-10-19 10:45,Thursday,50,17,38,24,129,high
2023-10-19 11:00,Thursday,64,9,14,20,107,normal
2023-10-19 11:15,Thursday,49,5,10,21,85,normal
2023-10-19 11:30,Thursday,39,7,10,30,86,normal
2023-10-19 11:45,Thursday,68,5,5,24,102,normal
2023-10-19 12:00,Thursday,67,7,8,22,104,normal
2023-10-19 12:15,Thursday,47,8,3,25,83,normal
2023-10-19 12:30,Thursday,66,9,7,24,106,normal
2023-10-19 12:45,Thursday,46,8,3,22,79,normal
2023-10-19 13:00,Thursday,54,6,12,21,93,normal
2023-10-19 13:15,Thursday,18,16,32,18,84,normal
2023-10-19 13:30,Thursday,24,20,7,9,60,low
2023-10-19 13:45,Thursday,113,17,16,20,166,normal
2023-10-19 14:00,Thursday,52,13,15,10,90,low
2023-10-19 14:15,Thursday,58,26,25,18,127,normal
2023-10-19 14:30,Thursday,44,19,22,6,91,normal
2023-10-19 14:45,Thursday,8,26,34,9,77,normal
2023-10-19 15:00,Thursday,31,10,27,8,76,normal
2023-10-19 15:15,Thursday,115,24,16,5,160,normal
2023-10-19 15:30,Thursday,56,29,16,16,117,normal
2023-10-19 15:45,Thursday,7,12,33,12,64,normal
2023-10-19 16:00,Thursday,133,10,46,10,199,heavy
2023-10-19 16:15,Thursday,104,31,37,6,178,heavy
2023-10-19 16:30,Thursday,100,38,36,9,183,heavy
2023-10-19 16:45,Thursday,127,25,37,5,194,heavy
2023-10-19 17:00,Thursday,118,32,48,6,204,heavy
2023-10-19 17:15,Thursday,147,19,31,8,205,heavy
2023-10-19 17:30,Thursday,123,36,34,5,198,heavy
2023-10-19 17:45,Thursday,111,24,25,5,165,normal
2023-10-19 18:00,Thursday,121,16,42,8,187,heavy
2023-10-19 18:15,Thursday,119,38,47,7,211,heavy
2023-10-19 18:30,Thursday,132,30,41,6,209,heavy
2023-10-19 18:45,Thursday,52,6,12,18,88,normal
2023-10-19 19:00,Thursday,97,21,10,8,136,normal
2023-10-19 19:15,Thursday,50,16,20,31,117,high
2023-10-19 19:30,Thursday,94,25,19,8,146,normal
2023-10-19 19:45,Thursday,66,11,18,34,129,high
2023-10-19 20:00,Thursday,105,16,15,6,142,normal
2023-10-19 20:15,Thursday,56,23,10,18,107,normal
2023-10-19 20:30,Thursday,105,19,10,25,159,high
2023-10-19 20:45,Thursday,60,18,11,16,105,normal
2023-10-19 21:00,Thursday,88,10,14,11,123,normal
2023-10-19 21:15,Thursday,110,6,14,23,153,high
2023-10-19 21:30,Thursday,78,20,11,35,144,high
2023-10-19 21:45,Thursday,105,14,10,7,136,normal
